"shop_name","shop_address","shop_type","shop_phone","shop_openHours","shop_details","shop_link"
"Subzi Mundi","8897 The Gore Rd, Brampton, ON","Grocery Stores","905-794-6112","Open until  12:00 pm","","https://www.yellowpages.ca/bus/Ontario/Brampton/Subzi-Mundi/3948094.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Asian Cash & Carry","8917 The Gore Rd, Brampton, ON L6P 2L1","Grocery Stores","905-794-0015","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Asian-Cash-Carry/101364827.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Quality Meat","20-8907 The Gore Rd, Brampton, ON L6P 2L1","Grocery Stores","905-794-7900","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Quality-Meat/6978799.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Singh's Farm 5","4525 Ebenezer Rd, Brampton, ON L6P 2K8","Grocery Stores","905-794-2590","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Singh-s-Farm-5/101789560.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Jim's No Frills","10488 Yonge St, Richmond Hill, ON L4C 3G7","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Jim-s-No-Frills/100379573.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dealers Ingredients Inc","1995 Clark Blvd, Brampton, ON L6T 4W1","Grocery Stores","514-973-9903","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Dealers-Ingredients-Inc/102112303.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Nilkanth Foods","43-8887 The Gore Rd, Brampton, ON L6P 2K9","Grocery Stores, Indian Restaurants
More…","647-430-0648","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Nilkanth-Foods/102109164.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Amj Health Food Distributors Inc","12-10 Wilkinson Rd, Brampton, ON L6T 5B1","Grocery Stores, Food Products","905-451-1173","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Amj-Health-Food-Distributors-Inc/102108824.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Everfresh Mart","4525 Ebenezer, Brampton, ON L6P 2K8","Grocery Stores","905-913-0763","","Golden Groceries offers an extensive selection of the freshest fruits and vegetables along with wide variety of Canadian and Indian products. Not only do we offer just groceries, b...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Brampton/Everfresh-Mart/7464898.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","2425 Truscott Dr, Mississauga, ON L5J 2B4","Grocery Stores","905-822-7478","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Food-Basics/6132096.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Persia Dried Fruits And Nuts","35-10520 Yonge St, (Suite B), Richmond Hill, ON L4C 3C7","Grocery Stores","416-879-6040","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Persia-Dried-Fruits-And-Nuts/102518276.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dipardo Foods Inc","71 Delta Park Blvd, Brampton, ON L6T 5E7","Grocery Stores","905-790-1870","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Dipardo-Foods-Inc/7369658.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Madina Foods","10620 Yonge St, Richmond Hill, ON L4C 3C8","Grocery Stores","905-770-9980","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Madina-Foods/996760.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro","9600 Islington Ave, Woodbridge, ON L4H 2T1","Grocery Stores","905-893-3344","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Metro/7736055.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Cooks2good Chef Services Ltd","Woodbridge, ON L4H 2R7","Grocery Stores","416-688-4399","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Cooks2good-Chef-Services-Ltd/101661967.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Ontario Inc","9600 Islington Ave, Woodbridge, ON L4H 2T1","Grocery Stores","905-893-3327","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Metro-Ontario-Inc/101458512.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Save On Energy","700 Balmoral Dr, Brampton, ON L6T 1X2","Grocery Stores","905-790-8555","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Save-On-Energy/102094274.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Yama's No Frills","700 Balmoral Dr, Brampton, ON L6T 1X2","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Brampton/Yama-s-No-Frills/100379371.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Safa International","1528 Evenside Cres, Mississauga, ON L5M 3Y1","Grocery Stores","905-567-0280","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Safa-International/102041331.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Ontario Inc","9600 Islington Ave, Woodbridge, ON L4H 2T1","Grocery Stores","905-893-1618","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Metro-Ontario-Inc/101716493.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bombay Grocers","1201 Britannia Rd W, Mississauga, ON L5V 1N2","Grocery Stores","905-813-7091","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Bombay-Grocers/2131336.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Superdaryni Inc","10670 Yonge St, Richmond Hill, ON L4C 3C9","Grocery Stores","905-237-5046","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Superdaryni-Inc/6940246.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo Bros Fruit Market","8800 Huntington Rd, Woodbridge, ON L4H 3M6","Grocery Stores, Medical Equipment & Supplies
More…","905-264-4100","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Longo-Bros-Fruit-Market/7733826.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Cakes By K","Colonel Butler Dr, Markham, ON L3P 6B2","Grocery Stores","647-869-5289","","","https://www.yellowpages.ca/bus/Ontario/Markham/Cakes-By-K/101655922.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Best Espresso In The World.Com, The","6111 Hardesty Cres, Mississauga, ON L5V 1B3","Grocery Stores","905-542-1708","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Best-Espresso-In-The-World-Com-The/102047561.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Halal Beef Jerky","23 Enmount Dr, Brampton, ON L6T 4C8","Grocery Stores","905-793-3255","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Halal-Beef-Jerky/102105933.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mama Louisas","50 Angelucci Dr, Brampton, ON L6P 1G7","Grocery Stores","905-915-5445","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Mama-Louisas/102116231.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sobeys","3998 Cottrelle Blvd, Brampton, ON L6P 2R1","Grocery Stores","905-794-2263","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Sobeys/6290073.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"FreshCo","3998 Cottrelle Blvd, Brampton, ON L6P 2R1","Grocery Stores","905-794-2263","Open until  10:00 pm","Launched in 2010, FreshCo.’s commitment is to provide the best discount grocery shopping experience by offering quality fresh food at low prices and with less compromise.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Brampton/FreshCo/101403366.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"SobeysSobeys Supermarkets","3998 Cottrelle Blvd, Brampton, ON L6P 2R1","Grocery Stores","905-794-2263","","","https://www.yellowpages.ca/bus/Ontario/Brampton/SobeysSobeys-Supermarkets/101514518.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Emuscles.Ca","1365 Weir Chase, Mississauga, ON L5V 2X1","Grocery Stores","647-832-4697","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Emuscles-Ca/102053394.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Greek Table Grocery And Deli","6061 7 Hwy E, Markham, ON L3P 3B2","Grocery Stores","905-294-7771","","","https://www.yellowpages.ca/bus/Ontario/Markham/Greek-Table-Grocery-And-Deli/101891917.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Khalto Kitchen","Mississauga, ON L5V 2C3","Grocery Stores","905-821-2077","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Khalto-Kitchen/101656586.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Il Mercato Ltd","10815 Bathurst St, Richmond Hill, ON L4C 9Y2","Grocery Stores","905-508-5994","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Il-Mercato-Ltd/2325783.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Parmalat Canada","16 Shaftsbury Lane, Brampton, ON L6T 4G7","Grocery Stores","1-888-320-9195","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Parmalat-Canada/102094686.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Kaf African Carribbean Market","7-2642 Liruma Rd, Mississauga, ON L5K 1Z1","Grocery Stores","905-254-0001","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Kaf-African-Carribbean-Market/100202618.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Gourmazing Cookie Ltd, The","2335 Dunwin Dr, Mississauga, ON L5L 1A3","Grocery Stores","905-608-8522","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Gourmazing-Cookie-Ltd-The/102051738.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Peter's No Frills","2150 Burnhamthorpe Rd W, Mississauga, ON L5L 3A2","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Peter-s-No-Frills/100379473.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Shalimar Gardens","10737 Yonge, Richmond Hill, ON L4C 9M9","Grocery Stores","905-770-5087","Opening soon 10:30 am","Halal Grocery store servicing the Richmond Hill area for 15 years.  You can find all your South east spices here.","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Shalimar-Gardens/2531903.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","7070 Saint Barbara Blvd, Mississauga, ON L5W 0E6","Grocery Stores","905-795-8136","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Food-Basics/5975527.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"King Groceries","6-525 Cityview Blvd, Woodbridge, ON L4H 0Z4","Grocery Stores","905-832-2713","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/King-Groceries/8005653.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"M&M Food Market","2340 Council Ring Rd., Mississauga, ON L5L 1C1","Grocery Stores, Frozen Food Stores","905-820-0142","Open until  8:00 pm","With a wide selection of expertly frozen food and delicious options for any mealtime, M&M Food Market takes pride in the quality and freshness of their food, just like you do at ho...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/M-M-Food-Market/7773331.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Subhan Foods Halal Meats & Convience","2340 Council Ring Rd, Mississauga, ON L5L 1C1","Grocery Stores","905-569-0000","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Subhan-Foods-Halal-Meats-Convience/6624115.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Ashley's No Frills","7070 McLaughlin Rd, Mississauga, ON L5W 1W7","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Ashley-s-No-Frills/100379346.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","10860 Yonge St, Richmond Hill, ON L4C 3E4","Grocery Stores, Grocery Wholesalers","905-770-7029","Open until  10:00 pm","Longo Brothers Fruit Markets Inc.is a family owned business which was started byTommy, Joe and Gus Longo in 1956. The first store was located on Yonge Street and Castlefield, in To...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Longo-s/6651569.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tom & Michelle's No Frills","6085 Creditview Rd, Mississauga, ON L5V 2A8","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Tom-Michelle-s-No-Frills/100381526.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","98 Copper Creek Dr, Markham, ON L6B 0P2","Grocery Stores, Grocery Wholesalers","905-209-7655","Open until  8:00 pm","Longo's strongly believes that family values are essential to community growth. Since our company's beginnings in 1956, the Longo's team continues to participate in many initiative...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Markham/Longo-s/4258447.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Choice Farms Ltd","189-6045 Creditview Rd, Mississauga, ON L5V 0B1","Gourmet Food Shops","905-461-1411","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Choice-Farms-Ltd/101687665.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Asian Food Centre","13-284 Orenda Rd, Brampton, ON L6T 5S3","Grocery Stores, Restaurants","905-450-9420","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Asian-Food-Centre/101402964.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dixie Grocery","284 Orenda Rd, Brampton, ON L6T 5S3","Grocery Stores","905-796-3232","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Brampton/Dixie-Grocery/2848874.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mona Fine Foods","1675 The Chase, Mississauga, ON L5M 5Y7","Grocery Stores","905-820-3463","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Mona-Fine-Foods/7909365.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Chennai Grocers","1241 Elgin Mills Rd E, Richmond Hill, ON L4S 0B5","Grocery Stores","905-787-0333","Open until  9:30 pm","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Chennai-Grocers/2484254.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Loblaws","10909 Yonge St, Richmond Hill, ON L4C 3E3","Grocery Stores","905-737-1222","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Loblaws/969601.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sobeys","2458 Dundas St W, Mississauga, ON L5K 1R8","Grocery Stores","905-823-0711","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Sobeys/6290076.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Terra Foodmart","2458 Dundas St W, Mississauga, ON L5K 1R8","Grocery Stores","905-822-3222","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Terra-Foodmart/101005597.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Fresh Fruit Delivery","2485 Dunwin Dr, Mississauga, ON L5L 1T1","Grocery Stores","416-613-7848","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Fresh-Fruit-Delivery/102050227.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Casa Romana Desserts","1267 Greenwood Cres, Oakville, ON L6J 6W3","Grocery Stores","416-825-1042","","","https://www.yellowpages.ca/bus/Ontario/Oakville/Casa-Romana-Desserts/102048215.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Markham Fine Foods","Store, 23 Wootten Way N, Markham, ON L3P 2Y2","Grocery Stores","905-294-5521","","Yellow Media Limited is a leading media and marketing solutions company offering services to small and medium enterprises across Canada. The Corporation contributes to the success ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Markham/Markham-Fine-Foods/2396263.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","7700 Hurontario St, Brampton, ON L6Y 4M3","Grocery Stores, Grocery Wholesalers","905-455-3135","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Longo-s/2381583.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Superchoice Pizza","17 Ray Lawson Blvd, Brampton, ON L6Y 5L8","Grocery Stores","905-451-5200","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Brampton/Superchoice-Pizza/2351869.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
